,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,df_pay
27934,180000,2,1,2,28,0,0,0,0,0,0,2393,5683,2614,5461,5834,39000,3241,2614,3506,0
27935,50000,2,2,2,28,0,0,0,0,2,0,23318,25360,27752,1398,1431,3000,0,1155,1025,0
27936,80000,2,2,1,27,0,0,0,0,0,0,2805,0,5539,1995,0,680,2862,5539,0,0
27937,120000,2,2,2,27,1,1,0,0,0,0,11238,0,0,0,0,0,0,0,0,1
27938,420000,2,2,2,28,0,0,0,0,0,0,89829,78830,79792,5126,3019,2777,2800,3000,3000,0
27939,90000,2,2,1,27,1,0,0,0,0,0,0,-21,1495,1191,0,2151,3486,1495,0,0
27940,70000,2,1,2,27,0,0,0,0,0,0,42825,62703,21163,5000,20000,10000,6000,5000,8000,0
27941,200000,2,2,2,27,0,0,0,0,0,0,37076,18834,0,5000,18834,60000,0,0,0,0
27942,240000,2,1,2,28,0,0,0,0,0,0,30173,16704,4520,5009,4000,3506,0,2500,4000,0
27943,360000,2,1,2,28,0,0,0,0,0,0,276,502,0,0,502,0,1017,0,359,0
27944,180000,2,1,2,28,0,0,0,0,0,0,20098,11705,-10,3000,4000,4000,3000,0,550,0
27945,160000,2,1,2,27,0,0,0,0,0,0,288,1665,794,451,1680,330,0,794,2349,0
27946,20000,2,2,2,29,0,0,0,0,0,0,12742,9792,10000,1500,1500,1500,3000,2000,0,0
27947,30000,2,3,2,28,2,0,0,0,0,0,1946,0,24991,1000,0,3160,25000,1000,2000,0
27948,230000,2,1,2,28,0,0,0,0,0,0,45405,38940,33563,2500,3013,4000,5006,3000,3000,0
27949,240000,2,1,2,29,0,0,0,0,0,0,10747,15579,24332,30439,10023,10000,5000,15000,15000,0
27950,200000,2,1,2,27,0,0,2,2,2,2,159215,167856,179337,15500,0,14100,0,7400,13000,1
27951,280000,2,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27952,340000,2,2,1,29,0,0,0,0,0,0,20816,600,50271,1005,600,0,51283,1193,5000,0
27953,50000,2,1,2,25,0,0,0,0,0,0,44641,47397,29693,1870,2500,3017,1060,1300,2000,0
27954,200000,2,3,1,26,0,0,0,0,0,0,201642,197888,131447,7671,6210,4500,4200,6200,4200,1
27955,140000,2,2,1,27,2,0,0,0,0,0,776,776,728,752,800,1580,0,700,700,0
27956,160000,2,1,2,29,0,0,0,0,0,0,20193,9244,1289,3250,6152,1000,1401,0,0,0
27957,50000,2,1,2,26,2,2,2,2,2,0,29164,31533,31681,0,3600,1111,0,1160,1160,0
27958,20000,2,1,2,28,2,2,2,2,2,2,15522,17862,21671,3186,0,2500,0,3000,0,1
27959,170000,2,2,1,29,0,0,0,0,0,0,-807,-807,-1531,0,0,0,0,0,0,0
27960,140000,2,2,2,27,0,0,0,0,0,0,1186,390,0,4000,390,390,6580,0,780,0
27961,150000,2,1,1,29,1,0,0,0,0,0,0,0,0,231,0,0,0,0,685,0
27962,70000,2,2,2,25,1,2,0,0,0,0,73167,70640,72491,0,2600,3000,3000,6000,0,0
27963,50000,2,3,2,28,0,0,0,0,0,0,51422,49691,30554,2100,2500,28400,1100,2000,1500,1
27964,80000,2,2,1,28,0,0,0,0,0,0,150651,81162,27813,3905,81000,1513,47921,10000,2001,0
27965,360000,2,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27966,360000,2,1,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27967,130000,2,1,2,27,0,0,0,0,0,0,37319,46741,46265,2031,10000,1000,367,61170,1200,0
27968,120000,2,1,2,28,0,0,0,0,0,0,2494,780,180,2000,780,470,0,500,1335,0
27969,110000,2,2,2,28,0,0,0,0,0,0,79573,83241,88060,3800,4000,4000,3400,3400,7000,0
27970,230000,2,2,2,28,0,0,0,0,0,0,29500,7633,6015,4800,7021,8008,0,6015,3053,0
27971,110000,2,2,2,29,0,0,2,2,2,2,18817,16412,8861,2600,1102,1000,0,602,0,1
27972,200000,2,1,2,28,0,0,0,0,0,0,1860,29705,1470,4464,29705,25854,510,1470,5822,0
27973,60000,2,1,1,28,0,0,0,0,0,0,2848,1647,1631,1469,1675,1355,1458,1631,1931,0
27974,310000,2,3,2,28,0,0,0,0,0,0,240846,179260,114745,10500,7809,10000,10000,10334,10000,0
27975,160000,2,3,2,27,1,0,0,0,0,0,-10,7726,0,3392,7749,14529,1283,0,0,0
27976,180000,2,1,1,27,0,0,0,0,0,0,152158,158437,168344,5539,5741,5852,5881,7607,6135,0
27977,170000,2,1,1,30,0,0,0,0,0,0,364,0,-167,14662,0,0,1861,0,334,0
27978,240000,2,1,2,29,0,0,0,0,0,0,3647,464,3381,2535,464,1316,1104,3384,5200,0
27979,160000,2,1,2,28,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0
27980,200000,2,1,2,28,0,0,0,0,0,0,7618,1452,0,7961,1452,6248,4112,0,3428,0
27981,60000,2,3,2,28,0,0,0,0,0,0,59650,42368,27979,3376,1900,1908,1133,1015,1153,0
27982,100000,2,2,1,28,0,0,0,0,0,0,94245,96620,65680,3500,3800,3900,3000,2300,2300,0
27983,60000,2,1,2,28,0,0,2,0,0,0,6393,10232,20973,4278,0,1483,673,10000,11540,1
27984,50000,2,1,2,31,0,0,0,0,0,0,12725,12787,0,30018,12787,3995,0,0,0,0
27985,120000,2,2,2,29,0,0,0,0,0,0,96342,99131,101445,4500,4500,4500,3700,3679,4100,0
27986,250000,2,1,2,30,0,0,0,0,0,0,18751,23932,4836,5000,3500,15054,7885,4836,9655,0
27987,180000,2,1,1,30,0,0,0,0,0,0,1863,2886,1443,1863,2886,840,2052,1443,1443,1
27988,210000,2,2,1,30,0,0,0,0,0,0,107539,47363,36587,3000,3018,2000,1500,1500,2000,0
27989,360000,2,2,1,30,0,0,0,0,0,0,19918,-6877,-377,500,0,2000,3000,2000,3000,0
27990,210000,2,1,2,26,0,0,0,0,0,0,132909,140056,150953,7000,7003,8000,8000,5500,7000,0
27991,110000,2,2,1,29,0,0,0,0,0,2,27340,0,2996,10000,0,0,3161,0,30000,0
27992,270000,2,2,2,29,0,0,0,0,0,0,88996,18118,170268,17142,18118,147500,60000,15000,58354,0
27993,50000,2,1,2,29,0,0,2,0,0,0,6161,8319,9861,3500,0,1282,1000,1000,3000,0
27994,220000,2,2,1,29,0,0,0,0,0,0,142818,131810,97161,5042,5042,3687,3660,3528,3314,0
27995,80000,2,2,2,30,0,0,0,0,0,0,4161,6845,-783,2000,6689,1817,8100,0,4000,0
27996,180000,2,1,2,31,0,0,0,0,0,0,4522,1571,0,1771,1571,0,4775,0,0,0
27997,400000,2,1,1,31,0,0,0,0,0,0,325,2833,325,5581,2833,1162,325,325,325,0
27998,230000,2,2,1,30,0,0,0,0,0,0,234521,216287,174486,9800,8502,8350,6200,6500,6500,0
27999,90000,2,4,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28000,30000,2,2,1,29,1,2,2,2,0,0,27371,29703,25520,0,3500,0,0,1000,0,1
28001,150000,2,1,2,29,0,0,0,0,0,0,145138,136196,94504,5200,7982,4500,4048,3800,3818,0
28002,230000,2,1,2,29,2,0,0,0,0,0,711,711,291,711,711,711,711,291,1131,0
28003,510000,2,1,2,30,0,0,0,0,0,0,71121,559712,116656,493358,1227082,164577,510,6239,4550,0
28004,20000,2,2,2,30,1,2,0,0,0,0,20128,18979,20025,0,7027,1000,19000,6000,1000,1
28005,150000,2,1,2,27,0,0,0,0,0,0,51032,65366,55878,30000,20142,3759,7022,20000,10000,0
28006,110000,2,2,2,24,0,0,0,0,0,0,6217,9649,15048,2000,2000,2000,2000,2000,0,0
28007,250000,2,2,1,25,0,0,0,0,0,0,24920,24196,17978,2000,1790,1250,700,644,1000,0
28008,240000,2,1,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28009,150000,2,1,2,28,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0
28010,420000,2,2,2,29,0,0,0,0,0,0,267050,278407,308571,10000,10200,11000,21500,12000,15000,0
28011,170000,2,4,2,30,0,0,0,0,0,0,66805,38816,21988,5148,3000,1978,4700,1000,2000,0
28012,220000,2,1,2,28,0,0,0,0,0,0,6601,2102,6565,5026,2102,4000,7216,6565,4757,0
28013,160000,2,2,2,28,0,0,0,0,0,0,2191,2102,1849,645,2118,5477,2276,1851,5543,0
28014,150000,2,2,1,28,0,0,0,0,0,0,5527,12515,5749,1000,13000,12006,7000,0,0,0
28015,150000,2,2,2,29,1,2,2,2,0,0,4577,6643,3212,0,2400,0,1500,1500,1000,1
28016,140000,2,2,1,27,0,0,0,0,0,0,444,1650,0,0,1650,0,2226,0,656,1
28017,240000,2,2,2,27,0,0,0,0,0,0,30589,3708,38603,2239,3700,20739,10003,40115,8756,0
28018,20000,2,2,2,28,0,0,2,0,0,0,2937,4144,11424,3353,3,5101,6,6530,8103,1
28019,30000,2,2,2,29,2,0,0,0,0,0,28541,18146,0,1385,5000,0,0,0,0,1
28020,80000,2,2,1,29,2,0,0,0,0,0,80100,81130,50234,3500,3700,1800,1900,3000,2000,0
28021,400000,2,1,2,29,0,0,0,0,0,0,5567,22396,16709,13011,10001,5023,20150,5082,4134,0
28022,150000,2,2,2,27,0,0,0,0,0,0,88957,82169,70819,5500,2730,2468,2483,2628,10000,0
28023,180000,2,2,1,32,0,0,0,0,0,0,95917,77013,59487,2986,3000,2367,3000,3554,5495,0
28024,360000,2,3,1,32,0,0,0,0,0,0,227689,182985,191907,7142,8200,7600,6200,6000,7000,0
28025,160000,2,1,1,30,0,0,0,0,0,0,960,3633,4852,3597,3633,2702,6087,4852,9425,1
28026,80000,2,2,2,30,0,0,2,0,0,0,80681,79988,49513,6900,0,4382,1822,2000,2000,0
28027,240000,2,2,1,32,1,0,0,0,0,0,0,0,1389,0,0,262,0,1389,0,0
28028,50000,2,2,1,33,0,0,0,0,0,0,34485,7114,29066,1815,1700,30042,1200,1200,1300,1
28029,50000,2,2,1,34,0,0,0,0,0,0,50680,50710,-21364,50702,2033,1776,2000,29000,59901,0
28030,50000,2,3,1,29,0,0,0,0,0,0,47194,46777,9009,2002,2000,1530,1000,327,329,1
28031,200000,2,2,1,30,0,0,0,0,0,0,42488,0,21186,0,0,0,7637,21186,0,0
28032,50000,2,1,2,29,2,0,0,2,0,0,50461,51113,19240,2100,4900,0,3000,2500,1000,0
28033,140000,2,1,2,30,0,0,2,0,0,2,78095,82558,84688,8000,0,3500,5900,0,3000,0
28034,310000,2,1,2,29,0,0,0,0,0,0,8454,21897,2888,14581,11139,15347,793,7390,1436,0
28035,430000,2,3,2,30,0,0,0,0,0,0,308741,277823,203526,12000,11000,11000,10000,8000,8000,0
28036,100000,2,1,2,30,0,0,0,0,0,0,89242,93409,77330,4200,4700,4500,3000,2900,2901,0
28037,500000,2,1,2,29,0,0,0,0,0,0,28555,42392,426518,5000,10000,5132,12159,426529,20016,0
28038,200000,2,2,2,29,0,0,0,0,0,0,204134,153646,135953,8000,5542,5308,4587,4750,4935,1
28039,140000,2,1,2,29,0,0,2,0,0,0,135436,141289,95368,13102,17,5547,3242,3512,3333,0
28040,200000,2,2,1,30,0,0,2,0,0,0,0,811,1144,1541,4,3071,17557,1144,1252,0
28041,200000,2,1,2,28,0,0,0,0,0,0,466,153377,136512,161844,5228,5005,5004,5151,5253,0
28042,100000,2,1,2,28,0,0,0,2,0,0,10886,14479,12655,1300,3005,0,700,2000,1500,0
28043,180000,2,4,1,28,2,0,0,0,0,0,117328,73730,0,4117,3504,3000,0,0,0,0
28044,190000,2,1,2,28,0,0,0,0,0,0,141693,146943,156664,5618,5795,7408,5645,5753,6370,0
28045,50000,2,1,2,28,0,0,0,0,0,0,48782,49846,29624,2100,3600,2146,1004,1100,1294,0
28046,440000,2,1,1,31,0,0,0,0,0,0,232526,0,1000,1025,0,26549,0,1000,150,0
28047,30000,2,2,1,30,0,2,0,0,0,0,4994,937,3395,0,1000,398,1083,3395,7383,0
28048,180000,2,2,2,29,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,0
28049,150000,2,1,2,29,0,0,0,0,0,0,0,131,14001,5067,131,987,400,14001,0,1
28050,390000,2,1,2,29,0,0,0,0,0,0,89953,60313,72177,25000,35127,20000,12000,7500,15000,0
28051,30000,2,2,1,31,0,0,0,0,0,0,16207,18253,23843,4000,5000,5000,5000,5000,5006,0
28052,10000,2,2,2,32,0,0,0,0,0,0,77,8459,9634,7417,1166,1200,300,1000,500,1
28053,270000,2,2,2,32,0,0,0,0,0,0,59710,104390,83650,1808,69563,2891,2689,3012,2771,0
28054,20000,2,2,1,32,3,2,2,7,7,7,2400,2400,2400,0,0,0,0,0,0,1
28055,50000,2,2,1,34,0,0,0,2,2,2,45974,45206,22483,2374,4656,25,2869,0,814,0
28056,60000,2,1,2,33,1,2,0,0,0,0,11776,12799,16320,0,2000,2000,1500,1500,1500,0
28057,50000,2,3,1,34,2,2,2,2,2,2,28289,33714,19719,5000,3000,0,5000,0,3000,1
28058,20000,2,3,2,40,0,0,0,0,0,0,19088,9290,642,1248,1200,1156,1000,700,4600,0
28059,80000,2,3,1,35,1,2,2,2,2,2,68423,71389,72834,3300,3100,4204,2790,0,3043,1
28060,50000,2,2,1,47,0,0,0,0,0,0,48433,49405,28060,3500,2013,1863,1006,1300,2500,0
28061,140000,2,1,1,40,2,2,2,2,2,2,21952,31785,32497,6300,5000,0,3000,0,3000,1
28062,400000,2,1,2,36,0,0,0,0,0,0,845,6649,51669,1428,6676,3051,5,51965,5038,0
28063,50000,2,3,1,44,0,0,2,0,0,0,13881,5847,2136,3483,0,1000,0,993,0,0
28064,80000,2,2,1,36,0,0,0,0,0,0,74652,78173,48056,3700,3500,3000,3368,1023,1500,0
28065,380000,2,2,1,30,2,0,0,0,0,0,225995,224420,114249,10382,8420,46777,4929,4249,5528,1
28066,230000,2,3,1,33,0,0,0,0,0,0,233314,210778,176949,8005,10002,15037,6500,16002,8002,0
28067,210000,2,1,2,31,0,0,0,0,0,0,9604,1230,22683,5056,1230,24531,1003,479,8080,0
28068,100000,2,2,2,40,0,0,0,0,0,0,92393,76109,75954,3500,3500,3300,3000,3000,3000,0
28069,210000,2,2,1,44,0,0,0,0,0,0,124146,92812,139202,6000,6000,6000,5000,60000,7000,0
28070,140000,2,1,1,35,0,0,0,0,0,0,92924,83421,67700,4691,4251,4500,3000,2500,2300,0
28071,150000,2,2,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28072,40000,2,4,1,48,0,0,0,0,0,0,36581,40262,39970,1926,3292,1400,0,0,0,0
28073,120000,2,3,2,26,1,0,2,0,0,0,0,651,651,1953,0,1302,0,651,651,1
28074,50000,2,2,2,26,0,0,0,0,0,0,49296,35674,32488,1614,1546,1461,1082,1210,1203,0
28075,360000,2,1,2,26,0,0,0,0,0,0,273,1489,2010,3558,1489,0,10560,2010,1491,0
28076,80000,2,3,1,42,2,2,2,2,0,0,17511,25917,13039,3600,6142,0,0,0,6439,1
28077,230000,2,1,2,46,0,0,0,0,0,0,699,699,849,699,699,999,1149,849,999,0
28078,50000,2,2,1,38,0,0,0,0,0,0,6350,4166,0,1100,1000,0,0,0,0,1
28079,150000,2,2,3,48,0,0,0,0,0,0,3611,6158,0,2000,1523,2000,0,0,0,0
28080,20000,2,3,1,35,0,0,0,0,0,2,7196,7399,6342,1120,2000,2580,600,0,1000,0
28081,10000,2,3,1,44,5,4,3,2,2,2,8678,8128,8317,0,0,0,1000,0,1000,1
28082,140000,2,1,1,41,0,0,0,0,0,0,80603,73318,50236,3000,3336,2372,1453,1536,1300,0
28083,150000,2,2,1,41,0,0,0,0,0,0,1650,0,14116,0,0,6784,159,167,760,0
28084,290000,2,2,2,36,0,0,0,0,2,0,110695,70642,63421,3260,5000,4706,0,2007,2482,0
28085,170000,2,2,1,36,0,0,0,0,0,0,813,5425,1012,2085,5425,115,505,1012,1560,0
28086,420000,2,3,1,39,0,0,0,0,0,0,2476,11343,2439,3634,11353,5255,23001,2439,0,0
28087,120000,2,2,2,33,0,0,0,0,0,0,508,611,587,700,611,593,653,587,916,0
28088,150000,2,2,1,40,0,0,0,0,0,0,3042,16465,19924,41243,16548,40442,5049,20023,6035,0
28089,80000,2,1,1,45,0,0,0,0,0,0,77402,79821,50266,2900,3600,10002,1754,1765,3795,0
28090,100000,2,2,1,48,0,0,0,0,0,0,109033,80993,68490,3641,3782,5000,5000,3000,3000,0
28091,40000,2,3,2,41,0,0,0,0,0,0,72892,35647,0,1971,1000,0,0,0,0,1
28092,130000,2,3,2,46,0,0,0,0,0,0,131996,132927,129174,5000,5000,4600,5000,4614,5139,0
28093,100000,2,2,2,41,0,0,0,0,0,0,96509,98054,67093,4500,5000,4000,5000,3000,4000,0
28094,300000,2,3,1,46,0,0,0,0,0,0,147289,-3699,0,10000,0,10005,0,0,0,0
28095,150000,2,2,2,41,0,0,0,0,0,0,316,316,8057,316,316,316,466,8057,316,0
28096,50000,2,2,1,39,1,2,2,2,0,0,27094,29124,30012,0,3500,0,1100,1500,1100,1
28097,350000,2,1,1,37,0,0,0,0,0,0,6185,36140,67650,27821,36532,34022,20000,117650,74086,0
28098,170000,2,2,2,45,0,0,0,0,0,0,1638,1638,1638,1638,1638,3276,0,1638,1638,0
28099,220000,2,2,2,31,2,2,2,2,0,0,182176,187033,168417,0,14179,0,7000,10000,12000,1
28100,210000,2,1,2,29,0,0,0,0,0,0,18662,199,-18,6224,199,200,10024,0,0,0
28101,200000,2,1,2,30,0,0,0,0,2,0,89874,96064,103364,4200,5000,9054,0,4200,4000,0
28102,180000,2,1,2,30,2,2,2,2,0,0,14038,16915,20126,3500,500,1200,1500,2000,0,1
28103,50000,2,1,1,31,1,2,2,0,0,0,50883,50092,30246,2200,4,2300,1100,1400,1200,1
28104,50000,2,2,2,35,1,2,0,0,0,0,31507,33467,5103,0,3467,1229,3325,2000,2167,0
28105,180000,2,1,1,39,0,0,0,0,0,0,892,18390,933,6846,18399,13999,933,933,993,0
28106,500000,2,1,2,44,0,0,0,0,0,0,29996,14567,6751,10625,14573,0,3808,6751,0,0
28107,160000,2,2,2,45,1,0,0,0,0,0,0,0,388,0,0,0,0,388,3099,0
28108,120000,2,1,2,37,2,2,2,2,2,2,744,744,594,444,444,444,888,0,888,1
28109,60000,2,2,1,39,0,0,0,0,0,0,12545,0,465,1217,0,0,0,465,0,1
28110,220000,2,4,1,35,0,0,0,0,0,0,1849,12681,1026,326,12681,84674,35326,1026,3088,0
28111,210000,2,2,1,36,0,0,0,0,0,0,13460,14939,13780,1534,1307,1116,437,399,276,0
28112,480000,2,2,2,38,0,0,0,0,0,0,5619,123988,293157,7600,123988,60000,100000,24250,12735,0
28113,140000,2,3,2,43,0,0,0,0,0,0,140832,123504,137539,5006,4500,5000,5000,10490,5000,0
28114,150000,2,2,1,38,0,0,0,0,0,0,149957,152208,73273,6000,5440,4000,3000,3000,3000,0
28115,110000,2,3,2,43,2,2,0,0,0,0,114614,112173,60336,0,5000,3000,2100,2500,2100,1
28116,350000,2,1,1,41,0,0,0,0,0,0,15407,23489,38163,3000,6000,6000,8027,8000,8000,0
28117,150000,2,2,2,43,0,0,0,0,0,0,111024,12596,15147,2720,1500,1229,1000,1000,1000,0
28118,420000,2,1,1,39,0,0,0,0,0,0,298753,312224,278745,13000,14000,11230,10000,8091,6965,1
28119,80000,2,1,1,41,0,0,0,0,0,0,11987,3537,0,1325,1000,0,0,0,0,0
28120,180000,2,1,1,44,0,0,0,0,0,0,138701,143053,133883,5100,5297,5128,4869,4960,5177,0
28121,290000,2,2,1,39,1,0,0,0,0,0,-70,390,390,10000,800,3184,390,390,6617,0
28122,300000,2,1,1,37,0,0,0,0,0,0,4476,3529,4057,3017,4506,0,0,14000,12000,0
28123,80000,2,2,1,41,0,0,0,2,0,0,78480,76720,46703,3100,6300,0,1743,1588,1628,1
28124,230000,2,2,1,39,0,0,0,0,0,0,0,1052,0,0,1052,0,1931,0,3915,0
28125,20000,2,2,1,43,1,2,0,0,0,0,17188,17341,19109,0,1294,1305,669,694,697,0
28126,20000,2,2,2,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28127,200000,2,1,1,40,0,0,0,0,0,0,-50,-50,-50,0,0,0,0,0,2877,0
28128,500000,2,1,2,35,0,0,0,0,0,0,33214,22802,19715,18694,22948,22571,14067,7598,4042,0
28129,10000,2,3,1,49,0,0,0,0,0,0,9807,7538,9766,2114,1131,2155,1400,1354,428,0
28130,100000,2,3,1,42,0,0,0,0,0,0,58543,54590,53889,2004,1966,1884,1903,1940,2000,0
28131,250000,2,2,1,28,0,0,0,0,0,0,0,0,282,0,0,0,4501,282,10351,0
28132,540000,2,3,2,38,1,0,0,0,0,0,736,736,-736,736,736,736,0,0,2965,0
28133,50000,2,2,1,39,0,0,0,0,0,0,37503,25626,19438,1399,1480,1298,677,700,1000,0
28134,550000,2,1,2,44,0,0,0,0,0,0,27093,7451,80846,30820,7851,19751,29700,80987,36158,0
28135,200000,2,3,1,42,0,0,0,0,0,0,2213,1863,1619,5286,1863,9323,1612,2054,5808,0
28136,50000,2,3,1,44,0,0,0,0,0,0,46363,48905,9000,1762,2311,2200,176,180,9769,0
28137,230000,2,3,1,36,1,2,0,0,0,0,232115,222286,221496,22,9005,9037,7519,8018,8100,0
28138,330000,2,3,1,45,0,0,0,0,0,0,33369,35406,36211,2000,1470,1374,1072,1113,2000,0
28139,520000,2,1,1,37,0,0,0,0,0,0,4439,7491,0,3913,7494,2310,12000,0,0,0
28140,180000,2,1,2,44,0,0,0,0,0,0,16891,521,0,0,521,0,0,0,10622,0
28141,200000,2,3,1,36,0,0,0,0,0,0,167385,175956,181978,8000,8045,8000,8000,7000,18000,0
28142,430000,2,4,2,44,0,0,0,0,0,0,626648,547667,420585,20659,20421,16943,15634,14933,15131,0
28143,220000,2,1,1,46,3,2,2,0,0,0,249449,228368,190050,9501,0,10000,7200,7001,6900,0
28144,210000,2,2,2,41,0,0,0,0,0,0,0,0,0,8333,0,0,0,0,0,0
28145,360000,2,2,1,47,0,0,0,0,0,0,71006,49018,22316,36448,48833,32928,31646,22428,37984,0
28146,200000,2,2,1,48,0,0,0,0,0,0,2233,1374,7058,6734,1374,74836,0,250,55892,0
28147,150000,2,1,1,36,0,0,0,0,0,0,38298,40357,43146,1635,1700,1600,1507,1719,2000,0
28148,170000,2,3,2,47,0,0,0,0,0,0,16089,8846,4765,5455,8866,921,381,4801,1632,0
28149,50000,2,3,1,49,2,2,2,0,0,0,47934,47891,20007,2100,0,5400,1000,900,1000,0
28150,20000,2,3,2,48,1,3,2,4,5,4,18038,21556,21271,1000,3700,1900,0,0,0,1
28151,300000,2,1,2,32,0,0,0,0,0,0,169223,199223,-6,10000,20000,11022,4935,6,2844,0
28152,200000,2,1,1,40,1,0,0,0,0,0,2418,0,0,0,0,0,0,0,0,0
28153,210000,2,1,1,34,0,0,0,0,0,0,73329,75602,76971,2700,3500,3300,3000,3000,3000,0
28154,100000,2,1,2,42,0,0,2,0,0,0,93256,97051,57388,8300,0,4100,3000,2500,2233,0
28155,210000,2,2,1,43,0,0,0,0,0,0,3088,8024,3340,5056,8042,1292,1000,3340,7941,0
28156,80000,2,2,1,32,0,0,0,0,0,0,77808,79147,70306,3000,4000,4000,5000,8000,2800,0
28157,130000,2,3,1,31,0,0,0,0,0,0,62518,6690,90179,4065,6704,21018,92610,3272,3332,1
28158,320000,2,2,2,35,0,0,0,0,0,0,94561,78479,53230,6085,3632,5010,7059,30018,59518,0
28159,350000,2,4,1,45,0,0,0,0,0,0,355310,342288,348730,13671,12678,13601,12136,12771,12900,0
28160,260000,2,1,2,29,0,0,0,0,0,0,78341,27779,28143,10000,30150,2000,3000,2000,2000,0
28161,230000,2,3,2,46,0,0,0,0,0,0,273094,344026,-371,135034,10806,20266,15120,343,100014,0
28162,210000,2,1,1,44,0,0,0,0,0,0,14993,0,0,1938,0,0,0,0,0,0
28163,160000,2,3,1,41,1,2,2,2,0,0,45057,47188,50034,2000,2200,0,2000,3900,2000,0
28164,210000,2,1,1,30,0,0,0,0,0,0,187191,107768,52453,4700,4500,3100,3016,2000,2000,0
28165,120000,2,1,2,32,1,0,0,0,0,0,0,0,0,0,0,0,9310,0,0,0
28166,30000,2,1,1,32,0,0,0,0,0,0,27764,28637,30506,2000,2000,1500,1100,1300,1000,1
28167,70000,2,2,1,31,0,0,0,0,0,0,38579,33798,26812,8958,1500,2000,1000,972,982,0
28168,270000,2,2,1,31,0,0,0,0,0,0,177003,198983,176033,6235,30067,8399,5623,5669,6207,0
28169,350000,2,1,2,30,0,0,0,0,0,0,951,714,1271,605,716,263,900,1271,1218,0
28170,50000,2,2,2,45,1,3,2,3,2,2,23751,25004,25370,0,2600,0,0,2129,0,1
28171,110000,2,2,1,48,0,0,0,0,0,0,108668,107172,106903,4322,5369,4003,3806,4050,3672,0
28172,150000,2,2,1,44,0,0,0,0,0,0,49716,50543,50425,2000,1845,1772,1768,1808,1764,0
28173,280000,2,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28174,300000,2,2,1,30,0,0,0,0,0,0,10746,11915,13546,7006,6416,5800,6000,8900,4000,0
28175,20000,2,2,1,32,0,0,0,0,0,0,18377,19103,19106,1288,1305,1277,656,1106,602,1
28176,50000,2,2,1,31,2,0,0,0,0,0,44105,22829,16696,2000,2506,3000,3000,1070,5203,0
28177,200000,2,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28178,50000,2,3,1,31,1,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0
28179,150000,2,1,1,46,0,0,0,0,0,0,135748,140019,143344,5000,5000,5000,5000,5000,5000,0
28180,200000,2,2,2,32,0,0,0,0,0,0,13467,0,1557,4366,0,0,171,1386,6,0
28181,100000,2,2,1,32,1,0,0,0,0,0,-350,-1130,0,0,0,0,2300,0,0,0
28182,360000,2,1,2,33,0,0,0,0,0,0,5334,68133,54678,3017,65009,6784,3041,5044,3042,1
28183,50000,2,2,1,33,0,0,0,0,0,0,37541,26901,12198,1434,1555,1148,1000,422,372,0
28184,220000,2,2,1,33,0,0,0,0,0,0,204144,172758,175472,6500,6300,7700,6300,6300,6150,0
28185,80000,2,1,2,33,1,2,0,0,0,0,83367,78790,82942,0,2873,3101,3000,6328,0,1
28186,150000,2,1,1,33,0,0,0,0,0,0,20441,1091,1787,6549,1096,5962,1524,1795,1525,0
28187,210000,2,1,1,34,0,0,0,0,0,0,326,1297,326,983,1297,326,326,326,326,1
28188,70000,2,2,2,34,0,0,0,0,0,0,67655,68038,28298,3200,2518,1525,1000,2000,2000,0
28189,50000,2,2,1,48,0,0,0,0,0,0,44324,44016,16573,2000,1880,2000,1000,2000,1500,0
28190,80000,2,3,3,43,0,0,0,0,0,0,3408,-11,905,0,0,0,2440,905,9213,0
28191,110000,2,2,2,34,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0
28192,170000,2,1,2,34,0,0,0,0,0,0,1088,5425,1084,1088,5425,1000,2172,1084,1189,0
28193,160000,2,3,1,46,0,0,0,0,0,0,-510,0,0,380,2000,0,101170,0,0,0
28194,130000,2,3,1,49,0,0,0,0,0,0,25339,27376,29738,1427,1461,1500,1037,1225,1080,0
28195,200000,2,3,1,48,0,0,0,0,0,0,119139,3666,1292,5844,3694,37177,47376,1292,46626,0
28196,360000,2,2,1,40,0,0,0,0,0,0,29540,692,2017,27930,692,41303,10893,2017,13894,0
